cod_departamento,cod_municipio,zona,puesto,num_mesa,votos_espriella,digito_inicial,alerta
05,076,02,02,000015,85,8,RELLENO_NACIONAL_BENFORD
05,078,99,40,000001,84,8,RELLENO_NACIONAL_BENFORD
05,079,01,01,000019,86,8,RELLENO_NACIONAL_BENFORD
05,079,01,02,000002,96,9,RELLENO_NACIONAL_BENFORD
05,079,02,02,000007,98,9,RELLENO_NACIONAL_BENFORD
05,079,02,03,000007,99,9,RELLENO_NACIONAL_BENFORD
05,079,02,04,000003,80,8,RELLENO_NACIONAL_BENFORD
05,082,00,00,000010,98,9,RELLENO_NACIONAL_BENFORD
05,082,99,25,000001,93,9,RELLENO_NACIONAL_BENFORD
05,084,00,00,000008,83,8,RELLENO_NACIONAL_BENFORD
05,084,00,00,000048,91,9,RELLENO_NACIONAL_BENFORD
05,094,00,00,000020,96,9,RELLENO_NACIONAL_BENFORD
05,110,00,00,000009,84,8,RELLENO_NACIONAL_BENFORD
05,118,02,02,000007,93,9,RELLENO_NACIONAL_BENFORD
05,118,02,03,000002,86,8,RELLENO_NACIONAL_BENFORD
05,118,02,04,000001,82,8,RELLENO_NACIONAL_BENFORD
16,001,10,01,000013,84,8,RELLENO_NACIONAL_BENFORD
16,001,10,03,000020,96,9,RELLENO_NACIONAL_BENFORD
16,001,10,03,000025,92,9,RELLENO_NACIONAL_BENFORD
16,001,10,03,000026,93,9,RELLENO_NACIONAL_BENFORD
16,001,10,05,000011,85,8,RELLENO_NACIONAL_BENFORD
16,001,10,06,000018,81,8,RELLENO_NACIONAL_BENFORD
16,001,10,06,000019,88,8,RELLENO_NACIONAL_BENFORD
16,001,10,06,000023,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,08,000019,93,9,RELLENO_NACIONAL_BENFORD
16,001,10,12,000038,89,8,RELLENO_NACIONAL_BENFORD
16,001,10,12,000044,98,9,RELLENO_NACIONAL_BENFORD
16,001,10,16,000026,97,9,RELLENO_NACIONAL_BENFORD
16,001,10,18,000016,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,18,000020,88,8,RELLENO_NACIONAL_BENFORD
16,001,10,19,000023,81,8,RELLENO_NACIONAL_BENFORD
16,001,10,23,000015,87,8,RELLENO_NACIONAL_BENFORD
16,001,10,25,000026,83,8,RELLENO_NACIONAL_BENFORD
16,001,10,25,000028,94,9,RELLENO_NACIONAL_BENFORD
16,001,10,26,000031,86,8,RELLENO_NACIONAL_BENFORD
16,001,10,28,000024,83,8,RELLENO_NACIONAL_BENFORD
16,001,10,32,000014,81,8,RELLENO_NACIONAL_BENFORD
16,001,10,34,000025,86,8,RELLENO_NACIONAL_BENFORD
16,001,10,37,000017,95,9,RELLENO_NACIONAL_BENFORD
16,001,10,38,000014,92,9,RELLENO_NACIONAL_BENFORD
16,001,10,38,000015,94,9,RELLENO_NACIONAL_BENFORD
16,001,10,39,000013,85,8,RELLENO_NACIONAL_BENFORD
16,001,10,40,000035,97,9,RELLENO_NACIONAL_BENFORD
27,082,01,01,000028,86,8,RELLENO_NACIONAL_BENFORD
27,082,01,02,000016,91,9,RELLENO_NACIONAL_BENFORD
27,082,03,01,000006,92,9,RELLENO_NACIONAL_BENFORD
27,082,06,05,000012,92,9,RELLENO_NACIONAL_BENFORD
27,082,08,01,000020,89,8,RELLENO_NACIONAL_BENFORD
27,082,08,01,000021,92,9,RELLENO_NACIONAL_BENFORD
88,590,05,02,000008,97,9,RELLENO_NACIONAL_BENFORD
88,590,05,02,000020,96,9,RELLENO_NACIONAL_BENFORD
88,590,20,81,000001,98,9,RELLENO_NACIONAL_BENFORD
88,655,05,02,000024,88,8,RELLENO_NACIONAL_BENFORD
88,665,05,02,000002,8,8,RELLENO_NACIONAL_BENFORD
88,680,05,83,000001,97,9,RELLENO_NACIONAL_BENFORD
88,680,05,85,000001,92,9,RELLENO_NACIONAL_BENFORD
88,760,05,81,000001,90,9,RELLENO_NACIONAL_BENFORD
88,805,05,86,000001,88,8,RELLENO_NACIONAL_BENFORD
88,815,05,02,000053,8,8,RELLENO_NACIONAL_BENFORD
88,815,05,82,000003,86,8,RELLENO_NACIONAL_BENFORD
88,815,35,02,000027,8,8,RELLENO_NACIONAL_BENFORD
01,001,01,02,000034,86,8,RELLENO_NACIONAL_BENFORD
01,001,01,04,000020,95,9,RELLENO_NACIONAL_BENFORD
01,001,02,05,000004,96,9,RELLENO_NACIONAL_BENFORD
01,001,03,01,000028,94,9,RELLENO_NACIONAL_BENFORD
01,001,03,02,000039,90,9,RELLENO_NACIONAL_BENFORD
01,001,03,03,000017,87,8,RELLENO_NACIONAL_BENFORD
01,001,03,04,000008,90,9,RELLENO_NACIONAL_BENFORD
01,001,06,01,000030,96,9,RELLENO_NACIONAL_BENFORD
01,001,06,03,000013,94,9,RELLENO_NACIONAL_BENFORD
01,001,06,03,000019,92,9,RELLENO_NACIONAL_BENFORD
01,001,06,03,000020,93,9,RELLENO_NACIONAL_BENFORD
01,001,06,03,000022,93,9,RELLENO_NACIONAL_BENFORD
01,001,07,02,000027,95,9,RELLENO_NACIONAL_BENFORD
01,001,07,03,000029,93,9,RELLENO_NACIONAL_BENFORD
01,001,07,03,000030,97,9,RELLENO_NACIONAL_BENFORD
01,001,07,04,000034,96,9,RELLENO_NACIONAL_BENFORD
01,001,07,06,000007,84,8,RELLENO_NACIONAL_BENFORD
01,001,08,02,000015,91,9,RELLENO_NACIONAL_BENFORD
01,001,08,03,000029,88,8,RELLENO_NACIONAL_BENFORD
01,001,08,03,000038,82,8,RELLENO_NACIONAL_BENFORD
01,001,08,04,000029,84,8,RELLENO_NACIONAL_BENFORD
01,001,09,01,000023,99,9,RELLENO_NACIONAL_BENFORD
01,001,09,06,000004,84,8,RELLENO_NACIONAL_BENFORD
01,001,10,01,000037,98,9,RELLENO_NACIONAL_BENFORD
01,001,10,02,000046,84,8,RELLENO_NACIONAL_BENFORD
01,001,10,06,000006,83,8,RELLENO_NACIONAL_BENFORD
01,001,11,01,000028,96,9,RELLENO_NACIONAL_BENFORD
01,001,12,02,000026,87,8,RELLENO_NACIONAL_BENFORD
01,001,12,08,000008,87,8,RELLENO_NACIONAL_BENFORD
01,001,13,01,000020,97,9,RELLENO_NACIONAL_BENFORD
01,001,13,03,000013,96,9,RELLENO_NACIONAL_BENFORD
01,001,13,05,000010,85,8,RELLENO_NACIONAL_BENFORD
01,001,13,05,000011,87,8,RELLENO_NACIONAL_BENFORD
01,001,13,07,000010,81,8,RELLENO_NACIONAL_BENFORD
01,001,13,07,000016,94,9,RELLENO_NACIONAL_BENFORD
01,001,14,02,000026,82,8,RELLENO_NACIONAL_BENFORD
01,001,14,02,000031,80,8,RELLENO_NACIONAL_BENFORD
01,001,17,02,000023,97,9,RELLENO_NACIONAL_BENFORD
01,001,17,04,000039,84,8,RELLENO_NACIONAL_BENFORD
01,001,18,01,000014,93,9,RELLENO_NACIONAL_BENFORD
01,001,18,01,000019,97,9,RELLENO_NACIONAL_BENFORD
01,001,18,02,000026,87,8,RELLENO_NACIONAL_BENFORD
01,001,18,05,000004,96,9,RELLENO_NACIONAL_BENFORD
01,001,19,04,000037,81,8,RELLENO_NACIONAL_BENFORD
01,001,20,02,000039,94,9,RELLENO_NACIONAL_BENFORD
01,001,20,03,000015,82,8,RELLENO_NACIONAL_BENFORD
01,001,25,03,000015,87,8,RELLENO_NACIONAL_BENFORD
01,001,25,03,000017,88,8,RELLENO_NACIONAL_BENFORD
01,001,25,06,000003,88,8,RELLENO_NACIONAL_BENFORD
01,001,26,01,000033,96,9,RELLENO_NACIONAL_BENFORD
01,001,26,05,000012,80,8,RELLENO_NACIONAL_BENFORD
01,001,26,07,000011,82,8,RELLENO_NACIONAL_BENFORD
01,001,32,01,000021,96,9,RELLENO_NACIONAL_BENFORD
27,019,01,05,000009,88,8,RELLENO_NACIONAL_BENFORD
27,019,03,01,000004,81,8,RELLENO_NACIONAL_BENFORD
27,019,03,04,000004,94,9,RELLENO_NACIONAL_BENFORD
27,019,03,08,000002,83,8,RELLENO_NACIONAL_BENFORD
27,019,04,03,000001,94,9,RELLENO_NACIONAL_BENFORD
27,019,05,01,000010,91,9,RELLENO_NACIONAL_BENFORD
27,019,05,05,000001,87,8,RELLENO_NACIONAL_BENFORD
27,019,06,01,000003,89,8,RELLENO_NACIONAL_BENFORD
27,019,06,01,000007,82,8,RELLENO_NACIONAL_BENFORD
27,019,06,02,000008,86,8,RELLENO_NACIONAL_BENFORD
27,019,07,03,000003,90,9,RELLENO_NACIONAL_BENFORD
27,019,99,A1,000001,99,9,RELLENO_NACIONAL_BENFORD
27,022,99,25,000002,8,8,RELLENO_NACIONAL_BENFORD
27,037,99,75,000001,86,8,RELLENO_NACIONAL_BENFORD
27,045,01,01,000015,95,9,RELLENO_NACIONAL_BENFORD
27,045,99,13,000002,8,8,RELLENO_NACIONAL_BENFORD
27,052,99,01,000001,95,9,RELLENO_NACIONAL_BENFORD
27,091,01,03,000010,82,8,RELLENO_NACIONAL_BENFORD
27,091,01,07,000008,84,8,RELLENO_NACIONAL_BENFORD
27,091,01,07,000009,80,8,RELLENO_NACIONAL_BENFORD
27,091,02,02,000010,93,9,RELLENO_NACIONAL_BENFORD
27,091,02,03,000017,89,8,RELLENO_NACIONAL_BENFORD
27,091,02,05,000011,87,8,RELLENO_NACIONAL_BENFORD
27,091,02,06,000004,97,9,RELLENO_NACIONAL_BENFORD
27,091,03,01,000022,83,8,RELLENO_NACIONAL_BENFORD
27,091,03,04,000015,96,9,RELLENO_NACIONAL_BENFORD
27,091,03,05,000007,81,8,RELLENO_NACIONAL_BENFORD
27,091,03,05,000010,89,8,RELLENO_NACIONAL_BENFORD
27,091,04,03,000012,92,9,RELLENO_NACIONAL_BENFORD
27,112,00,00,000008,88,8,RELLENO_NACIONAL_BENFORD
27,160,05,01,000020,93,9,RELLENO_NACIONAL_BENFORD
27,160,05,03,000011,89,8,RELLENO_NACIONAL_BENFORD
27,169,99,13,000001,84,8,RELLENO_NACIONAL_BENFORD
27,172,99,25,000003,8,8,RELLENO_NACIONAL_BENFORD
27,174,01,02,000013,88,8,RELLENO_NACIONAL_BENFORD
27,174,02,01,000009,84,8,RELLENO_NACIONAL_BENFORD
27,174,02,01,000017,84,8,RELLENO_NACIONAL_BENFORD
28,001,01,02,000022,80,8,RELLENO_NACIONAL_BENFORD
28,001,01,03,000013,80,8,RELLENO_NACIONAL_BENFORD
28,001,01,03,000016,82,8,RELLENO_NACIONAL_BENFORD
28,001,02,03,000018,87,8,RELLENO_NACIONAL_BENFORD
28,001,03,01,000027,88,8,RELLENO_NACIONAL_BENFORD
28,001,03,01,000032,85,8,RELLENO_NACIONAL_BENFORD
28,001,03,02,000008,92,9,RELLENO_NACIONAL_BENFORD
28,001,03,02,000013,86,8,RELLENO_NACIONAL_BENFORD
28,001,04,04,000003,88,8,RELLENO_NACIONAL_BENFORD
28,001,04,04,000008,85,8,RELLENO_NACIONAL_BENFORD
28,001,04,04,000009,84,8,RELLENO_NACIONAL_BENFORD
28,001,04,06,000006,83,8,RELLENO_NACIONAL_BENFORD
28,001,04,06,000008,92,9,RELLENO_NACIONAL_BENFORD
28,001,05,02,000018,90,9,RELLENO_NACIONAL_BENFORD
28,001,06,01,000021,85,8,RELLENO_NACIONAL_BENFORD
28,001,06,02,000003,80,8,RELLENO_NACIONAL_BENFORD
28,001,06,02,000009,91,9,RELLENO_NACIONAL_BENFORD
28,001,99,48,000002,80,8,RELLENO_NACIONAL_BENFORD
28,010,00,00,000017,88,8,RELLENO_NACIONAL_BENFORD
28,020,99,25,000001,81,8,RELLENO_NACIONAL_BENFORD
28,020,99,50,000002,90,9,RELLENO_NACIONAL_BENFORD
28,020,99,80,000001,97,9,RELLENO_NACIONAL_BENFORD
28,040,01,02,000011,81,8,RELLENO_NACIONAL_BENFORD
28,040,01,03,000014,82,8,RELLENO_NACIONAL_BENFORD
28,040,01,04,000013,83,8,RELLENO_NACIONAL_BENFORD
28,040,02,02,000005,92,9,RELLENO_NACIONAL_BENFORD
28,040,02,03,000013,86,8,RELLENO_NACIONAL_BENFORD
28,040,02,04,000005,85,8,RELLENO_NACIONAL_BENFORD
28,040,99,52,000002,89,8,RELLENO_NACIONAL_BENFORD
28,041,00,00,000022,94,9,RELLENO_NACIONAL_BENFORD
28,045,00,00,000006,98,9,RELLENO_NACIONAL_BENFORD
28,049,00,00,000012,80,8,RELLENO_NACIONAL_BENFORD
28,060,99,40,000002,87,8,RELLENO_NACIONAL_BENFORD
28,080,00,00,000002,93,9,RELLENO_NACIONAL_BENFORD
28,080,00,00,000028,83,8,RELLENO_NACIONAL_BENFORD
28,080,99,10,000001,84,8,RELLENO_NACIONAL_BENFORD
28,100,00,00,000028,80,8,RELLENO_NACIONAL_BENFORD
28,100,99,70,000004,97,9,RELLENO_NACIONAL_BENFORD
28,160,01,01,000008,92,9,RELLENO_NACIONAL_BENFORD
28,160,01,02,000003,92,9,RELLENO_NACIONAL_BENFORD
28,160,99,69,000004,9,9,RELLENO_NACIONAL_BENFORD
28,190,00,00,000002,96,9,RELLENO_NACIONAL_BENFORD
28,190,00,00,000015,95,9,RELLENO_NACIONAL_BENFORD
05,001,20,03,000008,88,8,RELLENO_NACIONAL_BENFORD
05,001,21,01,000008,90,9,RELLENO_NACIONAL_BENFORD
05,001,21,01,000009,92,9,RELLENO_NACIONAL_BENFORD
05,001,22,01,000006,95,9,RELLENO_NACIONAL_BENFORD
05,001,22,01,000008,90,9,RELLENO_NACIONAL_BENFORD
05,001,22,01,000009,85,8,RELLENO_NACIONAL_BENFORD
05,001,22,02,000013,95,9,RELLENO_NACIONAL_BENFORD
05,001,22,02,000018,98,9,RELLENO_NACIONAL_BENFORD
05,001,22,05,000005,93,9,RELLENO_NACIONAL_BENFORD
05,001,22,07,000021,83,8,RELLENO_NACIONAL_BENFORD
05,001,99,33,000008,85,8,RELLENO_NACIONAL_BENFORD
05,001,99,72,000001,94,9,RELLENO_NACIONAL_BENFORD
05,004,99,30,000002,83,8,RELLENO_NACIONAL_BENFORD
05,004,99,37,000005,97,9,RELLENO_NACIONAL_BENFORD
05,006,00,00,000001,95,9,RELLENO_NACIONAL_BENFORD
05,007,02,01,000002,97,9,RELLENO_NACIONAL_BENFORD
05,007,02,03,000003,93,9,RELLENO_NACIONAL_BENFORD
05,007,90,01,000009,85,8,RELLENO_NACIONAL_BENFORD
05,010,00,00,000021,90,9,RELLENO_NACIONAL_BENFORD
05,014,00,00,000017,83,8,RELLENO_NACIONAL_BENFORD
05,015,00,00,000010,81,8,RELLENO_NACIONAL_BENFORD
05,015,99,35,000001,97,9,RELLENO_NACIONAL_BENFORD
05,016,00,00,000003,94,9,RELLENO_NACIONAL_BENFORD
05,016,00,00,000006,89,8,RELLENO_NACIONAL_BENFORD
05,016,00,00,000010,85,8,RELLENO_NACIONAL_BENFORD
05,016,99,20,000002,89,8,RELLENO_NACIONAL_BENFORD
05,016,99,26,000002,89,8,RELLENO_NACIONAL_BENFORD
05,022,01,04,000008,82,8,RELLENO_NACIONAL_BENFORD
05,022,01,05,000006,97,9,RELLENO_NACIONAL_BENFORD
05,022,01,06,000015,94,9,RELLENO_NACIONAL_BENFORD
05,022,02,02,000020,82,8,RELLENO_NACIONAL_BENFORD
05,022,99,65,000002,83,8,RELLENO_NACIONAL_BENFORD
05,025,00,00,000001,91,9,RELLENO_NACIONAL_BENFORD
05,025,99,13,000002,82,8,RELLENO_NACIONAL_BENFORD
05,026,00,00,000006,90,9,RELLENO_NACIONAL_BENFORD
05,026,00,00,000010,80,8,RELLENO_NACIONAL_BENFORD
05,028,02,01,000001,88,8,RELLENO_NACIONAL_BENFORD
05,028,02,01,000003,80,8,RELLENO_NACIONAL_BENFORD
05,028,02,02,000005,90,9,RELLENO_NACIONAL_BENFORD
05,028,02,03,000006,97,9,RELLENO_NACIONAL_BENFORD
05,028,99,01,000003,81,8,RELLENO_NACIONAL_BENFORD
05,028,99,52,000001,86,8,RELLENO_NACIONAL_BENFORD
05,031,99,05,000001,86,8,RELLENO_NACIONAL_BENFORD
05,031,99,10,000002,84,8,RELLENO_NACIONAL_BENFORD
05,031,99,13,000002,9,9,RELLENO_NACIONAL_BENFORD
05,037,99,22,000002,95,9,RELLENO_NACIONAL_BENFORD
05,043,01,01,000002,95,9,RELLENO_NACIONAL_BENFORD
05,043,99,41,000003,97,9,RELLENO_NACIONAL_BENFORD
05,044,99,13,000003,9,9,RELLENO_NACIONAL_BENFORD
05,059,00,00,000001,92,9,RELLENO_NACIONAL_BENFORD
05,065,00,00,000009,97,9,RELLENO_NACIONAL_BENFORD
05,065,00,00,000010,81,8,RELLENO_NACIONAL_BENFORD
05,070,99,05,000012,95,9,RELLENO_NACIONAL_BENFORD
05,073,99,06,000001,96,9,RELLENO_NACIONAL_BENFORD
05,073,99,12,000002,96,9,RELLENO_NACIONAL_BENFORD
05,118,90,01,000002,99,9,RELLENO_NACIONAL_BENFORD
05,118,99,01,000003,82,8,RELLENO_NACIONAL_BENFORD
07,001,01,06,000019,96,9,RELLENO_NACIONAL_BENFORD
07,001,01,06,000024,83,8,RELLENO_NACIONAL_BENFORD
07,001,02,01,000017,90,9,RELLENO_NACIONAL_BENFORD
07,001,02,07,000010,99,9,RELLENO_NACIONAL_BENFORD
07,013,99,08,000001,80,8,RELLENO_NACIONAL_BENFORD
05,079,01,02,000008,87,8,RELLENO_NACIONAL_BENFORD
05,079,02,03,000006,93,9,RELLENO_NACIONAL_BENFORD
05,079,02,03,000008,86,8,RELLENO_NACIONAL_BENFORD
05,079,02,03,000010,80,8,RELLENO_NACIONAL_BENFORD
05,082,00,00,000018,86,8,RELLENO_NACIONAL_BENFORD
05,082,99,29,000001,83,8,RELLENO_NACIONAL_BENFORD
05,082,99,32,000002,8,8,RELLENO_NACIONAL_BENFORD
05,084,00,00,000003,98,9,RELLENO_NACIONAL_BENFORD
05,084,00,00,000007,85,8,RELLENO_NACIONAL_BENFORD
05,084,00,00,000009,97,9,RELLENO_NACIONAL_BENFORD
05,095,99,19,000001,83,8,RELLENO_NACIONAL_BENFORD
05,095,99,36,000002,80,8,RELLENO_NACIONAL_BENFORD
05,097,99,51,000002,93,9,RELLENO_NACIONAL_BENFORD
05,113,00,00,000007,97,9,RELLENO_NACIONAL_BENFORD
05,113,99,33,000002,82,8,RELLENO_NACIONAL_BENFORD
05,118,01,01,000026,80,8,RELLENO_NACIONAL_BENFORD
05,118,01,01,000040,80,8,RELLENO_NACIONAL_BENFORD
05,118,01,01,000041,91,9,RELLENO_NACIONAL_BENFORD
05,118,02,01,000001,98,9,RELLENO_NACIONAL_BENFORD
05,118,02,01,000003,86,8,RELLENO_NACIONAL_BENFORD
05,118,02,01,000024,82,8,RELLENO_NACIONAL_BENFORD
05,118,02,03,000010,88,8,RELLENO_NACIONAL_BENFORD
05,118,02,05,000004,85,8,RELLENO_NACIONAL_BENFORD
16,001,10,01,000022,90,9,RELLENO_NACIONAL_BENFORD
16,001,10,03,000021,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,04,000024,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,12,000037,92,9,RELLENO_NACIONAL_BENFORD
16,001,10,12,000039,81,8,RELLENO_NACIONAL_BENFORD
16,001,10,14,000019,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,14,000027,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,16,000024,82,8,RELLENO_NACIONAL_BENFORD
16,001,10,21,000028,81,8,RELLENO_NACIONAL_BENFORD
16,001,10,22,000014,93,9,RELLENO_NACIONAL_BENFORD
16,001,10,28,000025,98,9,RELLENO_NACIONAL_BENFORD
16,001,10,30,000026,83,8,RELLENO_NACIONAL_BENFORD
16,001,10,34,000034,97,9,RELLENO_NACIONAL_BENFORD
16,001,10,35,000028,93,9,RELLENO_NACIONAL_BENFORD
16,001,10,37,000031,91,9,RELLENO_NACIONAL_BENFORD
16,001,10,38,000011,96,9,RELLENO_NACIONAL_BENFORD
16,001,10,38,000013,94,9,RELLENO_NACIONAL_BENFORD
16,001,10,40,000034,82,8,RELLENO_NACIONAL_BENFORD
16,001,10,40,000036,83,8,RELLENO_NACIONAL_BENFORD
27,082,01,01,000020,88,8,RELLENO_NACIONAL_BENFORD
27,082,01,01,000037,92,9,RELLENO_NACIONAL_BENFORD
27,082,01,03,000023,88,8,RELLENO_NACIONAL_BENFORD
27,082,01,06,000006,87,8,RELLENO_NACIONAL_BENFORD
27,082,04,05,000016,98,9,RELLENO_NACIONAL_BENFORD
27,082,04,06,000009,95,9,RELLENO_NACIONAL_BENFORD
27,082,06,02,000023,82,8,RELLENO_NACIONAL_BENFORD
27,082,06,03,000004,96,9,RELLENO_NACIONAL_BENFORD
27,082,06,05,000011,91,9,RELLENO_NACIONAL_BENFORD
27,082,08,01,000027,81,8,RELLENO_NACIONAL_BENFORD
88,380,05,86,000001,97,9,RELLENO_NACIONAL_BENFORD
88,465,05,86,000010,96,9,RELLENO_NACIONAL_BENFORD
88,590,05,02,000005,92,9,RELLENO_NACIONAL_BENFORD
88,625,02,04,000001,95,9,RELLENO_NACIONAL_BENFORD
88,655,05,02,000025,84,8,RELLENO_NACIONAL_BENFORD
88,655,05,81,000003,88,8,RELLENO_NACIONAL_BENFORD
88,655,05,83,000003,88,8,RELLENO_NACIONAL_BENFORD
88,670,05,02,000004,89,8,RELLENO_NACIONAL_BENFORD
88,755,05,84,000003,9,9,RELLENO_NACIONAL_BENFORD
88,815,05,02,000018,88,8,RELLENO_NACIONAL_BENFORD
88,815,05,04,000026,8,8,RELLENO_NACIONAL_BENFORD
88,815,10,02,000009,9,9,RELLENO_NACIONAL_BENFORD
88,815,65,05,000001,80,8,RELLENO_NACIONAL_BENFORD
01,001,02,02,000023,87,8,RELLENO_NACIONAL_BENFORD
01,001,02,03,000020,86,8,RELLENO_NACIONAL_BENFORD
01,001,03,02,000029,97,9,RELLENO_NACIONAL_BENFORD
01,001,04,01,000018,95,9,RELLENO_NACIONAL_BENFORD
01,001,04,01,000032,9,9,RELLENO_NACIONAL_BENFORD
01,001,05,01,000040,92,9,RELLENO_NACIONAL_BENFORD
01,001,05,08,000015,87,8,RELLENO_NACIONAL_BENFORD
01,001,06,02,000037,93,9,RELLENO_NACIONAL_BENFORD
01,001,06,03,000023,84,8,RELLENO_NACIONAL_BENFORD
01,001,06,04,000011,90,9,RELLENO_NACIONAL_BENFORD
01,001,07,02,000022,95,9,RELLENO_NACIONAL_BENFORD
01,001,07,04,000033,94,9,RELLENO_NACIONAL_BENFORD
01,001,07,05,000009,99,9,RELLENO_NACIONAL_BENFORD
01,001,07,08,000003,81,8,RELLENO_NACIONAL_BENFORD
01,001,07,08,000004,93,9,RELLENO_NACIONAL_BENFORD
01,001,08,03,000030,90,9,RELLENO_NACIONAL_BENFORD
01,001,09,03,000036,88,8,RELLENO_NACIONAL_BENFORD
01,001,10,01,000027,83,8,RELLENO_NACIONAL_BENFORD
01,001,10,01,000029,94,9,RELLENO_NACIONAL_BENFORD
01,001,10,04,000023,81,8,RELLENO_NACIONAL_BENFORD
01,001,11,02,000012,83,8,RELLENO_NACIONAL_BENFORD
01,001,12,04,000030,93,9,RELLENO_NACIONAL_BENFORD
01,001,12,05,000006,88,8,RELLENO_NACIONAL_BENFORD
01,001,12,05,000022,82,8,RELLENO_NACIONAL_BENFORD
01,001,12,06,000009,96,9,RELLENO_NACIONAL_BENFORD
01,001,13,03,000007,80,8,RELLENO_NACIONAL_BENFORD
01,001,13,03,000012,80,8,RELLENO_NACIONAL_BENFORD
01,001,13,05,000016,95,9,RELLENO_NACIONAL_BENFORD
01,001,14,05,000021,84,8,RELLENO_NACIONAL_BENFORD
01,001,14,07,000006,91,9,RELLENO_NACIONAL_BENFORD
01,001,14,07,000008,87,8,RELLENO_NACIONAL_BENFORD
01,001,15,05,000040,81,8,RELLENO_NACIONAL_BENFORD
01,001,15,06,000012,98,9,RELLENO_NACIONAL_BENFORD
01,001,15,06,000013,87,8,RELLENO_NACIONAL_BENFORD
01,001,15,09,000004,81,8,RELLENO_NACIONAL_BENFORD
01,001,16,03,000019,91,9,RELLENO_NACIONAL_BENFORD
01,001,16,04,000015,98,9,RELLENO_NACIONAL_BENFORD
01,001,16,04,000020,83,8,RELLENO_NACIONAL_BENFORD
01,001,17,04,000047,94,9,RELLENO_NACIONAL_BENFORD
01,001,18,01,000025,97,9,RELLENO_NACIONAL_BENFORD
01,001,19,05,000019,80,8,RELLENO_NACIONAL_BENFORD
01,001,24,06,000005,95,9,RELLENO_NACIONAL_BENFORD
01,001,25,01,000016,98,9,RELLENO_NACIONAL_BENFORD
01,001,25,03,000012,90,9,RELLENO_NACIONAL_BENFORD
01,001,25,04,000028,99,9,RELLENO_NACIONAL_BENFORD
01,001,25,05,000022,99,9,RELLENO_NACIONAL_BENFORD
01,001,25,07,000009,88,8,RELLENO_NACIONAL_BENFORD
01,001,26,01,000034,96,9,RELLENO_NACIONAL_BENFORD
01,001,26,02,000010,98,9,RELLENO_NACIONAL_BENFORD
01,001,26,04,000010,91,9,RELLENO_NACIONAL_BENFORD
01,001,26,05,000014,94,9,RELLENO_NACIONAL_BENFORD
01,001,26,06,000016,81,8,RELLENO_NACIONAL_BENFORD
01,001,31,06,000013,92,9,RELLENO_NACIONAL_BENFORD
01,001,31,07,000008,85,8,RELLENO_NACIONAL_BENFORD
01,001,32,02,000038,98,9,RELLENO_NACIONAL_BENFORD
01,001,90,02,000056,91,9,RELLENO_NACIONAL_BENFORD
27,019,03,01,000010,84,8,RELLENO_NACIONAL_BENFORD
27,019,03,02,000001,83,8,RELLENO_NACIONAL_BENFORD
27,019,03,02,000004,83,8,RELLENO_NACIONAL_BENFORD
27,019,05,02,000003,80,8,RELLENO_NACIONAL_BENFORD
27,019,05,02,000004,82,8,RELLENO_NACIONAL_BENFORD
27,019,05,02,000006,94,9,RELLENO_NACIONAL_BENFORD
27,019,05,05,000002,89,8,RELLENO_NACIONAL_BENFORD
27,019,05,06,000001,97,9,RELLENO_NACIONAL_BENFORD
27,019,06,04,000001,97,9,RELLENO_NACIONAL_BENFORD
27,019,06,06,000001,86,8,RELLENO_NACIONAL_BENFORD
27,019,07,04,000001,89,8,RELLENO_NACIONAL_BENFORD
27,019,99,A1,000003,86,8,RELLENO_NACIONAL_BENFORD
27,019,99,A1,000013,97,9,RELLENO_NACIONAL_BENFORD
27,025,99,50,000001,82,8,RELLENO_NACIONAL_BENFORD
27,045,02,01,000009,84,8,RELLENO_NACIONAL_BENFORD
27,045,99,01,000004,94,9,RELLENO_NACIONAL_BENFORD
27,045,99,03,000002,87,8,RELLENO_NACIONAL_BENFORD
27,045,99,08,000001,90,9,RELLENO_NACIONAL_BENFORD
27,085,99,01,000001,86,8,RELLENO_NACIONAL_BENFORD
27,091,02,01,000020,99,9,RELLENO_NACIONAL_BENFORD
27,091,02,01,000025,82,8,RELLENO_NACIONAL_BENFORD
27,091,03,04,000019,81,8,RELLENO_NACIONAL_BENFORD
27,091,03,05,000013,93,9,RELLENO_NACIONAL_BENFORD
27,091,04,02,000009,97,9,RELLENO_NACIONAL_BENFORD
27,106,00,00,000009,87,8,RELLENO_NACIONAL_BENFORD
27,106,00,00,000012,93,9,RELLENO_NACIONAL_BENFORD
27,115,99,45,000001,93,9,RELLENO_NACIONAL_BENFORD
27,133,99,05,000001,84,8,RELLENO_NACIONAL_BENFORD
27,139,99,05,000001,84,8,RELLENO_NACIONAL_BENFORD
27,145,99,02,000001,87,8,RELLENO_NACIONAL_BENFORD
27,145,99,03,000001,89,8,RELLENO_NACIONAL_BENFORD
27,160,01,01,000022,95,9,RELLENO_NACIONAL_BENFORD
27,160,01,01,000028,92,9,RELLENO_NACIONAL_BENFORD
